Country,Year,GDP_per_capita,Internet_users_percent,Life_expectancy,Military_expenditure_percent
Kuwait,2021,34018.6342592913,99.7,78.7365853658537,6.35158136559629
Kyrgyzstan,2019,1421.99927504102,64.1,71.6,2.71068623481534
Kyrgyzstan,2020,1229.51766602907,72.0,71.8,3.10718371407588
Kyrgyzstan,2021,1349.99730650542,77.11769867,71.9,2.840273087853
Laos,2019,2589.32081035237,47.03229904,67.911,1.56628172321816
Laos,2020,2583.77730696131,54.0,68.339,1.56628172321816
Laos,2021,2526.05105018529,62.0,67.807,1.56628172321816
Latvia,2019,17294.9751600969,86.13545644343,75.3878048780488,2.09016802211357
Latvia,2020,17564.2321549354,88.89796078,75.1853658536585,2.22759521686375
Latvia,2021,20261.8887788916,91.17964988,72.9804878048781,2.15577987505149
Lebanon,2019,8905.88005497437,81.48120117,78.208,4.73938277788589
Lebanon,2020,5561.19166950397,82.0664978,76.299,3.02665836499332
Lebanon,2021,4045.37391066234,82.65599823,73.65,1.60905429967969
Lesotho,2019,1082.05706777516,42.301733569273,55.249,1.87540421655185
Lesotho,2020,918.582574704447,43.65750122,55.133,1.88146803172144
Lesotho,2021,1066.58645143823,45.05670166,54.209,1.53556597959744
Liberia,2019,658.164180770507,19.89579964,61.232,0.418863636363636
Liberia,2020,616.787867006715,22.91069984,61.267,0.424794204807376
Liberia,2021,667.96610514319,26.38229942,61.166,0.847050441721288
Libya,2019,9963.19489084483,71.40409851,72.941,1.56628172321816
Libya,2020,6650.33810585348,74.35810089,72.388,1.56628172321816
Libya,2021,4935.82787349801,77.438797,72.062,1.56628172321816
Lithuania,2019,19608.7943945553,81.5818683764046,76.2829268292683,1.98419011931355
Lithuania,2020,20428.6478157394,83.05554724,75.0292682926829,2.04915558023028
Lithuania,2021,23870.4594851722,86.93054425,74.0365853658537,1.94955292042791
Luxembourg,2019,112696.649059674,97.120635693272,82.6390243902439,0.546198379988419
Luxembourg,2020,116860.02817236,98.45962893,82.1439024390244,0.578077082223964
Luxembourg,2021,134965.815442152,98.66086333,82.5975609756098,0.47124923612019
Madagascar,2019,499.818837622534,9.379400253,63.504,0.545343037675691
Madagascar,2020,450.771615201509,11.35470009,62.706,0.673153896375499
Madagascar,2021,483.469463351195,13.74590015,62.516,0.67886477563931
Malawi,2019,580.889139762475,11.05860043,64.995,0.760781549256416
Malawi,2020,602.507478176106,13.89949989,65.216,0.834281207531417
Malawi,2021,617.446994451007,15.30300045,64.782,0.730315165462018
Malaysia,2019,10920.191763972,84.1871450078281,75.9,0.893413280938052
Malaysia,2020,9957.52626697613,89.55501192,76.057,0.999653920235799
Malaysia,2021,10903.1037480772,96.7514278,73.917,0.982646998395369
Maldives,2019,11740.2724029785,77.46970367,79.707,1.56628172321816
Maldives,2020,7393.8886543933,79.09780121,78.713,1.56628172321816
Maldives,2021,10176.143882547,81.95760345,78.052,1.56628172321816
Mali,2019,971.949318638092,24.96030045,59.217,2.75271658139503
Mali,2020,953.242943290974,29.11300087,58.858,3.39955821425498
Mali,2021,1027.27345365357,33.95650101,59.116,3.38177520702573
Malta,2019,32421.9179752262,85.7785963798031,82.6585365853659,0.491258185670287
Malta,2020,31823.4363934505,86.85876183,82.0975609756098,0.527674290511624
Malta,2021,38096.8360735119,87.46977742,82.2585365853659,0.446085155562138
Mauritania,2019,1767.072710621,25.0977993,67.64,1.99633301217738
Mauritania,2020,1795.76459566714,29.90649986,66.794,2.38926918122421
Mauritania,2021,1947.78918383313,35.63660049,66.762,2.29399489807024
Mauritius,2019,11568.2533399824,61.7299551453346,74.2358536585366,0.148796738188038
Mauritius,2020,9135.84773751062,67.73290684,74.1770731707317,0.161615351006251
Mauritius,2021,9177.71195973013,71.59999847,73.680243902439,0.171377098585721
Mexico,2019,10369.5553585271,69.6321092705209,74.53,0.509337628297564
Mexico,2020,8841.27075039868,71.49017499,70.449,0.717690608258695
Mexico,2021,10314.0506722115,75.62650476,69.75,0.659404192954647
Micronesia,2019,3572.65918282222,37.97370148,66.196,1.56628172321816
Micronesia,2020,3362.02802120524,39.38330078,65.878,1.56628172321816
Micronesia,2021,3508.22314197664,39.38330078,66.152,1.56628172321816
Moldova,2019,4405.33418162155,73.32610321,70.181,0.362122379105516
Moldova,2020,4375.7788930524,74.11830139,69.914,0.385463275729941
Moldova,2021,5274.60582195352,74.91899872,68.991,0.370579924924369
Mongolia,2019,4347.54610314873,51.079994082603,71.0531707317073,0.661538119118052
Mongolia,2020,4001.25193077703,62.50002848,71.3490243902439,0.709909468541962
Mongolia,2021,4517.61578018785,81.60682285,71.6451219512195,0.619505072530135
Montenegro,2019,8749.02375172644,73.4766657478691,76.6829268292683,1.33441196432034
Montenegro,2020,7538.53635992191,77.60879306,75.9317073170732,1.73802726045562
Montenegro,2021,9317.15520065156,82.21969752,73.8243902439024,1.55528019503059
Morocco,2019,3508.09765625,84.1203630467602,74.245,2.86579837978571
Morocco,2020,3268.0302734375,84.12036305,73.133,3.97969764255599
Morocco,2021,3785.93627929688,88.13031937,73.385,3.74975618124605
Mozambique,2019,519.09255091362,12.47929955,61.306,1.38807982041907
Mozambique,2020,462.433876479921,14.28740025,61.39,2.02272611905463
Mozambique,2021,509.907829475551,16.35759926,60.268,1.91141353069573
Myanmar,2019,1425.98954241668,36.54050064,66.457,2.18974000019248
Myanmar,2020,1490.21683599469,45.4477005,66.612,3.12332883859715
Myanmar,2021,1242.7213439951,45.4477005,65.553,4.07092298980473
Namibia,2019,4731.9210318831,49.77590179,63.546,3.29742631401913
Namibia,2020,3878.58982993966,57.8608017,64.071,3.48015259214476
Namibia,2021,4412.8355693052,60.25999832,60.85,3.2264092268075
Nepal,2019,1203.14294706401,33.33660126,69.299,1.23581135255825
Nepal,2020,1154.21517578318,36.96530151,69.106,1.32338446484361
Nepal,2021,1252.75076731986,40.98910141,68.385,1.21581594858048
Netherlands,2019,53554.9007491475,93.2885906040269,82.1121951219512,1.29180842332848
Netherlands,2020,53467.9277413737,91.33333333,81.3585365853659,1.40607718904592
Netherlands,2021,60141.9880911492,92.05298013,81.309756097561,1.36537490886658
New Zealand,2019,42855.831861632,89.86370087,82.0560975609756,1.29326329516102
New Zealand,2020,41997.7830324279,90.92099762,82.2560975609756,1.3399501211388
New Zealand,2021,49950.4251691316,91.99060059,82.2073170731707,1.16477544956865
Nicaragua,2019,1958.62051528095,39.01079941,73.764,0.605020089397565
Nicaragua,2020,1938.44704754382,44.87490082,70.766,0.629971870953776
Nicaragua,2021,2138.38588469449,51.62039948,70.478,0.549759399022683
Niger,2019,561.691304349698,11.28549957,60.031,1.91733600650351
Niger,2020,579.512495758236,11.85680008,59.89,1.73360752172491
Niger,2021,608.722439593808,12.45689964,59.542,1.35730093120168
Nigeria,2019,3189.81286498516,29.74410057,53.009,0.459170524387093
Nigeria,2020,2797.18458068686,31.88879967,53.072,0.632022913474166
Nigeria,2021,2787.48779224428,35.50979996,53.455,1.01270192678284
Macedonia,2019,6718.85826635458,81.4128827618364,76.6024390243903,1.15911628553257
Macedonia,2020,6659.59651070776,81.40553811,74.3951219512195,1.24058656980426
Macedonia,2021,7620.80296977508,81.873703,73.2463414634146,1.45370889108625
Norway,2019,76430.5889473338,98.0000043853142,82.9585365853659,1.84373537818427
Norway,2020,68340.0181033702,94.60755647,83.209756097561,1.96598369239436
Norway,2021,93072.8925119571,99.0000036,83.1634146341463,1.67632184694899
Oman,2019,19180.1864152801,90.25939941,79.946,7.43921190765759
Oman,2020,16784.8630630058,95.23229321,77.763,8.03024250539625
Oman,2021,19403.4600160211,95.23880005,75.969,6.62317519939364
Pakistan,2019,1390.41690981745,17.070901719916,66.729,3.50584031595126
Pakistan,2020,1278.39735206896,18.935,65.701,3.48667909020303
Pakistan,2021,1455.31922370186,18.935,65.773,3.38923879613996
Panama,2019,16477.9066268111,63.6284147731451,78.514,1.56628172321816
Panama,2020,13290.5608397749,64.82430267,76.33,1.56628172321816
Panama,2021,15509.8069124139,66.04270172,77.004,1.56628172321816
Papua New Guinea,2019,2575.77274140393,13.62419987,65.331,0.362698688154268
Papua New Guinea,2020,2429.61134585269,15.02040005,65.075,0.393261831182209
Papua New Guinea,2021,2607.57861874444,16.55960083,64.358,0.329678128303653
Paraguay,2019,5821.18199548738,68.5176284222264,73.668,0.973840384070445
Paraguay,2020,5365.47220721104,73.95751114,72.72,1.02757342677333
Paraguay,2021,5976.93179789949,77.01838621,68.108,0.91821461942659
Peru,2019,7037.00803692604,59.9505036049006,76.275,1.20589146228792
Peru,2020,6133.32552410183,65.25179796,73.832,1.31677830419866
Peru,2021,6826.20255614477,71.10782643,71.596,1.1644987739258
Philippines,2019,3400.78949767074,43.0266118680279,69.68,1.13133132483668
Philippines,2020,3227.57910235199,53.76490021,70.097,1.29724003910725
Philippines,2021,3484.38593882819,66.90779877,66.675,1.40682254131819
Poland,2019,15874.5220531254,80.4359068768673,77.9048780487805,1.95338318505019
Poland,2020,16150.9304813473,83.18488715,76.4,2.26305371895405
Poland,2021,18635.5104895754,85.37490906,75.3512195121951,2.21716328801834
Portugal,2019,23343.3628970034,75.3463779408712,81.6756097560976,1.37395750042211
Portugal,2020,22299.4044062173,78.26166044,81.3292682926829,1.42613611053982
Portugal,2021,24711.4510062111,82.30902804,81.3780487804878,1.51644104082545
Qatar,2019,66841.3623185691,99.6528042086389,82.945,6.4523551123317
Qatar,2020,51683.5681078949,99.65284913,80.409,6.4523551123317
Qatar,2021,71751.9363398856,99.65280151,81.083,6.4523551123317
Romania,2019,12909.6104013244,73.6574757545465,75.6073170731707,1.83079024096076
Romania,2020,13009.1770573223,78.45526895,74.2536585365854,2.00415209230412
Romania,2021,14907.9803652143,83.5904265,72.809756097561,1.84762902286434
Russia,2019,11447.701171875,82.6421618670668,73.0839024390244,3.86033750437073
Russia,2020,10108.3271484375,84.99466978,71.3387804878049,4.14471713241985
Russia,2021,12425.029296875,88.21384578,69.900243902439,3.57591678846302
Rwanda,2019,810.051412137354,21.3579998,66.691,1.19793121977431
Rwanda,2020,778.701498925026,23.8,66.953,1.47371574450349
Rwanda,2021,829.544845263697,24.4416008,66.85,1.5121767339852
Samoa,2019,4351.94234943706,69.244098665,70.269,1.56628172321816
Samoa,2020,4099.59660548583,69.244098665,70.727,1.56628172321816
Samoa,2021,4021.55934894283,69.244098665,71.096,1.56628172321816
Sao Tome and Principe,2019,1935.2931816596,44.25790024,68.043,1.56628172321816
Sao Tome and Principe,2020,2167.22001796925,51.55469894,67.979,1.56628172321816
Sao Tome and Principe,2021,2362.58827248102,54.94950104,68.026,1.56628172321816
Saudi Arabia,2019,29566.7933827436,95.7247355953812,78.313,7.79458844216861
Saudi Arabia,2020,24338.8307301067,97.8623325,77.596,8.7921741101353
Saudi Arabia,2021,31920.7653655643,100.0,77.089,7.22921983667662
Senegal,2019,1431.18128932159,43.37969971,67.668,1.52473710605653
Senegal,2020,1461.08720350553,53.30879974,67.496,1.40872642077366
Senegal,2021,1598.10676952274,55.04040146,66.868,1.75617528439428
Serbia,2019,7755.632986437,77.4167736219802,75.9365853658537,2.18222737795041
Serbia,2020,8098.70955668849,78.36804864,74.4780487804878,2.29536613396667
Serbia,2021,9680.52798074468,81.16588116,72.780487804878,2.72904089938996
Seychelles,2019,19141.5118743615,76.63420105,74.0463414634146,1.1603964906236
Seychelles,2020,14041.4754074575,79.25170135,77.2365853658537,1.36712279790406
Seychelles,2021,14982.9111487767,81.99530029,73.3975609756097,2.46023265148376
Sierra Leone,2019,843.712517809977,15.71370029,59.593,0.37632567182809
Sierra Leone,2020,845.277557920549,17.12080002,59.694,0.486095493916065
Sierra Leone,2021,885.396401885395,18.65390015,60.26,0.600261617809604
Singapore,2019,65952.0378959293,88.9492526850762,83.5951219512195,2.75970653894344
Singapore,2020,61410.0792630788,92.00434653,83.5439024390244,2.80306272990798
Singapore,2021,80056.1288247844,96.92468156,83.0926829268293,2.53704638803611
Slovakia,2019,19406.0589683582,82.8536605021784,77.6658536585366,1.702848063096
Slovakia,2020,19735.4858280801,89.92090413,76.8658536585366,1.9041442947824
Slovakia,2021,22123.3342114545,88.92560523,74.6146341463415,1.71243604796751
Slovenia,2019,25814.1687167572,83.1083578026717,81.5292682926829,1.06257823971417
Slovenia,2020,25392.0651093612,86.60130109,80.5317073170732,1.0654982010929
Slovenia,2021,29192.8401933019,89.00399524,80.6756097560976,1.23984465824347
Solomon Islands,2019,2223.65890942466,22.48880005,69.981,1.56628172321816
Solomon Islands,2020,2063.32780991967,24.1984005,69.258,1.56628172321816
Solomon Islands,2021,2043.44413170658,26.03790092,68.89,1.56628172321816
Somalia,2019,539.954816211694,2.731400013,57.249,0.828653957250144
Somalia,2020,518.16113333875,15.02369976,57.095,1.1376518312471
Somalia,2021,549.056994756254,23.87479973,55.703,1.17069801771404
South Africa,2019,6533.71121032856,69.69689941,66.071,0.882430271670915
South Africa,2020,5580.60383075189,72.1128006,65.15,0.956510732317856
South Africa,2021,6828.75624590017,74.96859741,62.01,0.805965112062888
South Sudan,2019,6673.97429035651,6.671000004,58.129,3.80125272262975
South Sudan,2020,6673.97429035651,6.671000004,57.648,1.86635872996114
South Sudan,2021,6673.97429035651,6.671000004,57.047,1.51129459315632
Spain,2019,29786.5245689007,90.718665325267,83.8317073170732,1.22464525288942
Spain,2020,27233.9426461608,93.20564892,82.2317073170732,1.35429599703865
Spain,2021,30799.4775937775,93.89752157,83.1780487804878,1.33768901652321
Sri Lanka,2019,4081.94772722003,32.02090073,76.698,1.75219928060225
Sri Lanka,2020,3847.60137695639,36.18473435,76.928,1.73988733298184
Sri Lanka,2021,3996.96240014909,44.45308724,76.278,1.71265688710699
Sudan,2019,709.975280761719,69.244098665,65.803,1.62906799271331
Sudan,2020,577.795227050781,69.244098665,65.124,0.975842222955387
Sudan,2021,712.122009277344,69.244098665,64.46,0.925377247984565
Suriname,2019,6629.66775248603,62.03350067,71.773,1.56628172321816
Suriname,2020,4755.39221710693,62.03350067,72.321,1.56628172321816
Suriname,2021,5029.84838543953,62.03350067,68.943,1.56628172321816
Sweden,2019,51648.9892820514,94.4934434072202,83.109756097561,1.09692312001944
Sweden,2020,52568.5726980146,94.53943122,82.3560975609756,1.15009466283262
Sweden,2021,60647.5416365347,94.6703163,83.0560975609756,1.18992635880485
Switzerland,2019,84121.9310304414,93.1460869535177,83.9048780487805,0.696324324760463
Switzerland,2020,85897.7843338323,94.34999847,83.0,0.772558973227674
Switzerland,2021,93664.7736696111,95.56937154,83.7512195121951,0.67289247365512
Syria,2019,1109.53926036049,69.244098665,70.97,1.56628172321816
Syria,2020,572.355289831901,69.244098665,71.944,1.56628172321816
Syria,2021,663.614245706815,69.244098665,72.418,1.56628172321816
Tajikistan,2019,871.022372934846,22.68630028,70.962,0.996966249525976
Tajikistan,2020,834.311715460625,27.54409981,68.605,0.947973986993497
Tajikistan,2021,896.748053372182,36.70560074,69.594,1.00261189599905
Tanzania,2019,1063.32250976563,16.59090042,66.007,1.06113270582911
Tanzania,2020,1117.41528320313,19.48139954,66.771,1.07713241782149
Tanzania,2021,1159.85656738281,22.87540054,66.131,1.12240771800076
Thailand,2019,7605.69657797759,66.6524194587528,77.197,1.32729814008386
Thailand,2020,6985.64393892574,77.84374066,77.331,1.46077928107965
Thailand,2021,7057.20754802279,85.26956666,77.606,1.41836848663438
Timor-Leste,2019,1562.36458068032,28.00460052,66.496,1.69208066896212
Timor-Leste,2020,1630.86938521256,32.01269913,66.919,1.77790106333796
Timor-Leste,2021,2684.92676774277,35.04199982,66.199,1.08198620689655
Togo,2019,826.255209019798,20.72730064,61.061,2.36248167773665
Togo,2020,863.468665870276,29.02370071,61.14,2.16399918335325
Togo,2021,962.075187515872,30.33839989,61.337,2.38551286600829
Trinidad and Tobago,2019,17212.6128892163,74.98670197,72.836,0.733109759963043
Trinidad and Tobago,2020,15283.6270531554,77.28130341,72.645,0.812607258583509
Trinidad and Tobago,2021,17712.5674104655,84.36576986,71.111,0.859057055256023
Tunisia,2019,3528.87213306798,66.6999983024144,75.599,2.38327777746153
Tunisia,2020,3548.65363663803,68.55639648,75.004,2.71275567542328
Tunisia,2021,3906.93926319391,68.31552226,72.893,2.62965981069507
Turkey,2019,9395.23378001368,73.9767022871511,77.737,2.68985897943633
Turkey,2020,8798.11791709313,77.6695605,76.525,2.19555218691023
Turkey,2021,9981.76398411336,81.40843745,75.722,1.85888321091456
Turkmenistan,2019,5998.0017434754,69.244098665,69.405,1.56628172321816
Turkmenistan,2020,5972.72356566861,69.244098665,68.846,1.56628172321816
Turkmenistan,2021,5723.30227157906,69.244098665,69.353,1.56628172321816
Uganda,2019,822.171150036357,11.72579956,66.354,1.71775245377408
Uganda,2020,845.766463890124,7.4,66.41,2.46768517919382
Uganda,2021,882.791717542504,10.0,66.45,2.33814515074458
Ukraine,2019,3619.86157226563,70.1248442995263,73.92,4.06793765037597
Ukraine,2020,3709.76928710938,75.03790912,73.283,4.40031470276707
Ukraine,2021,4775.94580078125,79.21829353,71.631,3.42549199562857
United Arab Emirates,2019,45938.6073581994,99.1499979561243,82.596,1.56628172321816
United Arab Emirates,2020,37991.7492971665,100.0,81.936,1.56628172321816
United Arab Emirates,2021,44118.5047192771,100.0,79.083,1.56628172321816
United Kingdom,2019,43158.7411267323,92.5166285497138,81.3691219512195,1.98525373099586
United Kingdom,2020,40812.6794663879,94.81820132,80.331756097561,2.16304030547387
United Kingdom,2021,47691.3768799404,96.19650269,80.6473170731707,2.07241748249759
United States,2019,64746.4506778863,89.4302848575712,78.7878048780488,3.40921408383721
United States,2020,63515.9491807833,90.34470367,76.9804878048781,3.64518757294704
United States,2021,70205.050916026,91.2684021,76.3292682926829,3.40451991574826
Uruguay,2019,18315.7316980028,83.3515337667548,77.503,2.0057166464094
Uruguay,2020,15757.5355995779,85.47100067,78.381,2.05692189335606
Uruguay,2021,17881.818721099,87.64440155,75.434,2.26205420416101
Uzbekistan,2019,2041.38480729431,70.3999986481458,72.093,1.56628172321816
Uzbekistan,2020,1978.28051860763,71.09999824,71.461,1.56628172321816
Uzbekistan,2021,2258.51964119278,76.59043014,71.681,1.56628172321816
Venezuela,2019,2523.11275230667,49.05009842,72.766,1.79230375763991
Venezuela,2020,1506.0436210041,72.44110107,72.369,1.57552271230291
Venezuela,2021,2004.93397949792,74.11219788,71.536,0.313630729266034
Vietnam,2019,3440.90025375434,68.6615802057338,74.211,1.56628172321816
Vietnam,2020,3534.03953482647,70.30000012,75.383,1.56628172321816
Vietnam,2021,3704.1935590038,74.20999985,74.145,1.56628172321816
Yemen,2019,6673.97429035651,17.49099922,66.567,1.56628172321816
Yemen,2020,6673.97429035651,17.49099922,66.435,1.56628172321816
Yemen,2021,6673.97429035651,17.49099922,66.019,1.56628172321816
Zambia,2019,1258.98619844462,14.47189999,62.914,1.25568409370479
Zambia,2020,951.644316655957,14.64579964,63.361,1.16572196732911
Zambia,2021,1127.16077872857,14.82190037,62.363,0.982237890875063
Zimbabwe,2019,2184.32923855469,26.5883007,61.06,0.653123880490076
Zimbabwe,2020,2059.67445384499,29.29856532,61.53,0.974989311324521
Zimbabwe,2021,2613.60542083552,32.5923996,60.135,1.56777878168608
